text,positive,negative
"Très mauvaise expérience avec le suivi, les informations sont imprécises. #Avis #0752",0,1
"Déçu par le suivi, les performances sont mauvaises. #Feedback #0753",0,1
"Expérience négative pour le suivi, le suivi est inquiétant. #Client #0754",0,1
"Je ne recommande pas le suivi, la réponse a été trop lente. #Tweet #0755",0,1
"Grosse frustration avec le suivi, le traitement échoue. #MoodMetrics #0756",0,1
"Problème pénible sur le suivi, le délai n'est pas respecté. #Avis #0757",0,1
"Service catastrophique pour le suivi, ça me fait perdre du temps. #Feedback #0758",0,1
"Mécontent de le suivi, je suis vraiment agacé. #Client #0759",0,1
"Mauvais ressenti sur le suivi, le design est brouillon. #Tweet #0760",0,1
"Je déteste le moteur de recherche, rien ne marche correctement. #MoodMetrics #0761",0,1
"Très mauvaise expérience avec le moteur de recherche, le résultat est loin des attentes. #Avis #0762",0,1
"Déçu par le moteur de recherche, les explications sont inutiles. #Feedback #0763",0,1
"Expérience négative pour le moteur de recherche, l'équipe n'a pas aidé. #Client #0764",0,1
"Je ne recommande pas le moteur de recherche, le parcours est désagréable. #Tweet #0765",0,1
"Grosse frustration avec le moteur de recherche, c'est instable et pénible. #MoodMetrics #0766",0,1
"Problème pénible sur le moteur de recherche, la prise en main est difficile. #Avis #0767",0,1
"Service catastrophique pour le moteur de recherche, l'interface est confuse. #Feedback #0768",0,1
"Mécontent de le moteur de recherche, la navigation bloque souvent. #Client #0769",0,1
"Mauvais ressenti sur le moteur de recherche, la qualité n'est pas au niveau. #Tweet #0770",0,1
"Je déteste la connexion, la solution est compliquée. #MoodMetrics #0771",0,1
"Très mauvaise expérience avec la connexion, les informations sont imprécises. #Avis #0772",0,1
"Déçu par la connexion, les performances sont mauvaises. #Feedback #0773",0,1
"Expérience négative pour la connexion, le suivi est inquiétant. #Client #0774",0,1
"Je ne recommande pas la connexion, la réponse a été trop lente. #Tweet #0775",0,1
"Grosse frustration avec la connexion, le traitement échoue. #MoodMetrics #0776",0,1
"Problème pénible sur la connexion, le délai n'est pas respecté. #Avis #0777",0,1
"Service catastrophique pour la connexion, ça me fait perdre du temps. #Feedback #0778",0,1
"Mécontent de la connexion, je suis vraiment agacé. #Client #0779",0,1
"Mauvais ressenti sur la connexion, le design est brouillon. #Tweet #0780",0,1
"Je déteste la facture, rien ne marche correctement. #MoodMetrics #0781",0,1
"Très mauvaise expérience avec la facture, le résultat est loin des attentes. #Avis #0782",0,1
"Déçu par la facture, les explications sont inutiles. #Feedback #0783",0,1
"Expérience négative pour la facture, l'équipe n'a pas aidé. #Client #0784",0,1
"Je ne recommande pas la facture, le parcours est désagréable. #Tweet #0785",0,1
"Grosse frustration avec la facture, c'est instable et pénible. #MoodMetrics #0786",0,1
"Problème pénible sur la facture, la prise en main est difficile. #Avis #0787",0,1
"Service catastrophique pour la facture, l'interface est confuse. #Feedback #0788",0,1
"Mécontent de la facture, la navigation bloque souvent. #Client #0789",0,1
"Mauvais ressenti sur la facture, la qualité n'est pas au niveau. #Tweet #0790",0,1
"Je déteste le remboursement, la solution est compliquée. #MoodMetrics #0791",0,1
"Très mauvaise expérience avec le remboursement, les informations sont imprécises. #Avis #0792",0,1
"Déçu par le remboursement, les performances sont mauvaises. #Feedback #0793",0,1
"Expérience négative pour le remboursement, le suivi est inquiétant. #Client #0794",0,1
"Je ne recommande pas le remboursement, la réponse a été trop lente. #Tweet #0795",0,1
"Grosse frustration avec le remboursement, le traitement échoue. #MoodMetrics #0796",0,1
"Problème pénible sur le remboursement, le délai n'est pas respecté. #Avis #0797",0,1
"Service catastrophique pour le remboursement, ça me fait perdre du temps. #Feedback #0798",0,1
"Mécontent de le remboursement, je suis vraiment agacé. #Client #0799",0,1
"Mauvais ressenti sur le remboursement, le design est brouillon. #Tweet #0800",0,1
"Information reçue sur l'application, le statut est en attente. #MoodMetrics #0801",0,0
"Mise à jour concernant l'application, le dossier est disponible. #Avis #0802",0,0
"Retour factuel sur l'application, le remboursement est mentionné. #Feedback #0803",0,0
"Observation du jour sur l'application, la page affiche les informations prévues. #Client #0804",0,0
"Message neutre à propos de l'application, le formulaire contient trois champs. #Tweet #0805",0,0
"Information reçue sur le site, la connexion demande un mot de passe. #MoodMetrics #0806",0,0
"Mise à jour concernant le site, le message a été envoyé. #Avis #0807",0,0
"Retour factuel sur le site, la commande porte une référence. #Feedback #0808",0,0
"Observation du jour sur le site, le tableau contient les données. #Client #0809",0,0
"Message neutre à propos de le site, la demande est enregistrée. #Tweet #0810",0,0
"Information reçue sur le service client, le compte existe déjà. #MoodMetrics #0811",0,0
"Mise à jour concernant le service client, le produit est affiché. #Avis #0812",0,0
"Retour factuel sur le service client, la version actuelle est notée. #Feedback #0813",0,0
"Observation du jour sur le service client, la notification est visible. #Client #0814",0,0
"Message neutre à propos de le service client, le support a reçu le ticket. #Tweet #0815",0,0
"Information reçue sur la livraison, le traitement est planifié. #MoodMetrics #0816",0,0
"Mise à jour concernant la livraison, le suivi indique une étape. #Avis #0817",0,0
"Retour factuel sur la livraison, la réservation apparaît dans l'espace client. #Feedback #0818",0,0
"Observation du jour sur la livraison, la date indiquée reste inchangée. #Client #0819",0,0
"Message neutre à propos de la livraison, la facture est listée. #Tweet #0820",0,0
"Information reçue sur le paiement, le statut est en attente. #MoodMetrics #0821",0,0
"Mise à jour concernant le paiement, le dossier est disponible. #Avis #0822",0,0
"Retour factuel sur le paiement, le remboursement est mentionné. #Feedback #0823",0,0
"Observation du jour sur le paiement, la page affiche les informations prévues. #Client #0824",0,0
"Message neutre à propos de le paiement, le formulaire contient trois champs. #Tweet #0825",0,0
"Information reçue sur le tableau de bord, la connexion demande un mot de passe. #MoodMetrics #0826",0,0
"Mise à jour concernant le tableau de bord, le message a été envoyé. #Avis #0827",0,0
"Retour factuel sur le tableau de bord, la commande porte une référence. #Feedback #0828",0,0
"Observation du jour sur le tableau de bord, le tableau contient les données. #Client #0829",0,0
"Message neutre à propos de le tableau de bord, la demande est enregistrée. #Tweet #0830",0,0
"Information reçue sur la réservation, le compte existe déjà. #MoodMetrics #0831",0,0
"Mise à jour concernant la réservation, le produit est affiché. #Avis #0832",0,0
"Retour factuel sur la réservation, la version actuelle est notée. #Feedback #0833",0,0
"Observation du jour sur la réservation, la notification est visible. #Client #0834",0,0
"Message neutre à propos de la réservation, le support a reçu le ticket. #Tweet #0835",0,0
"Information reçue sur le support, le traitement est planifié. #MoodMetrics #0836",0,0
"Mise à jour concernant le support, le suivi indique une étape. #Avis #0837",0,0
"Retour factuel sur le support, la réservation apparaît dans l'espace client. #Feedback #0838",0,0
"Observation du jour sur le support, la date indiquée reste inchangée. #Client #0839",0,0
"Message neutre à propos de le support, la facture est listée. #Tweet #0840",0,0
"Information reçue sur la nouvelle version, le statut est en attente. #MoodMetrics #0841",0,0
"Mise à jour concernant la nouvelle version, le dossier est disponible. #Avis #0842",0,0
"Retour factuel sur la nouvelle version, le remboursement est mentionné. #Feedback #0843",0,0
"Observation du jour sur la nouvelle version, la page affiche les informations prévues. #Client #0844",0,0
"Message neutre à propos de la nouvelle version, le formulaire contient trois champs. #Tweet #0845",0,0
"Information reçue sur la commande, la connexion demande un mot de passe. #MoodMetrics #0846",0,0
"Mise à jour concernant la commande, le message a été envoyé. #Avis #0847",0,0
"Retour factuel sur la commande, la commande porte une référence. #Feedback #0848",0,0
"Observation du jour sur la commande, le tableau contient les données. #Client #0849",0,0
"Message neutre à propos de la commande, la demande est enregistrée. #Tweet #0850",0,0
"Information reçue sur le produit, le compte existe déjà. #MoodMetrics #0851",0,0
"Mise à jour concernant le produit, le produit est affiché. #Avis #0852",0,0
"Retour factuel sur le produit, la version actuelle est notée. #Feedback #0853",0,0
"Observation du jour sur le produit, la notification est visible. #Client #0854",0,0
"Message neutre à propos de le produit, le support a reçu le ticket. #Tweet #0855",0,0
"Information reçue sur la boutique, le traitement est planifié. #MoodMetrics #0856",0,0
"Mise à jour concernant la boutique, le suivi indique une étape. #Avis #0857",0,0
"Retour factuel sur la boutique, la réservation apparaît dans l'espace client. #Feedback #0858",0,0
"Observation du jour sur la boutique, la date indiquée reste inchangée. #Client #0859",0,0
"Message neutre à propos de la boutique, la facture est listée. #Tweet #0860",0,0
"Information reçue sur le formulaire, le statut est en attente. #MoodMetrics #0861",0,0
"Mise à jour concernant le formulaire, le dossier est disponible. #Avis #0862",0,0
"Retour factuel sur le formulaire, le remboursement est mentionné. #Feedback #0863",0,0
"Observation du jour sur le formulaire, la page affiche les informations prévues. #Client #0864",0,0
"Message neutre à propos de le formulaire, le formulaire contient trois champs. #Tweet #0865",0,0
"Information reçue sur le compte utilisateur, la connexion demande un mot de passe. #MoodMetrics #0866",0,0
"Mise à jour concernant le compte utilisateur, le message a été envoyé. #Avis #0867",0,0
"Retour factuel sur le compte utilisateur, la commande porte une référence. #Feedback #0868",0,0
"Observation du jour sur le compte utilisateur, le tableau contient les données. #Client #0869",0,0
"Message neutre à propos de le compte utilisateur, la demande est enregistrée. #Tweet #0870",0,0
"Information reçue sur la notification, le compte existe déjà. #MoodMetrics #0871",0,0
"Mise à jour concernant la notification, le produit est affiché. #Avis #0872",0,0
"Retour factuel sur la notification, la version actuelle est notée. #Feedback #0873",0,0
"Observation du jour sur la notification, la notification est visible. #Client #0874",0,0
"Message neutre à propos de la notification, le support a reçu le ticket. #Tweet #0875",0,0
"Information reçue sur le suivi, le traitement est planifié. #MoodMetrics #0876",0,0
"Mise à jour concernant le suivi, le suivi indique une étape. #Avis #0877",0,0
"Retour factuel sur le suivi, la réservation apparaît dans l'espace client. #Feedback #0878",0,0
"Observation du jour sur le suivi, la date indiquée reste inchangée. #Client #0879",0,0
"Message neutre à propos de le suivi, la facture est listée. #Tweet #0880",0,0
"Information reçue sur le moteur de recherche, le statut est en attente. #MoodMetrics #0881",0,0
"Mise à jour concernant le moteur de recherche, le dossier est disponible. #Avis #0882",0,0
"Retour factuel sur le moteur de recherche, le remboursement est mentionné. #Feedback #0883",0,0
"Observation du jour sur le moteur de recherche, la page affiche les informations prévues. #Client #0884",0,0
"Message neutre à propos de le moteur de recherche, le formulaire contient trois champs. #Tweet #0885",0,0
"Information reçue sur la connexion, la connexion demande un mot de passe. #MoodMetrics #0886",0,0
"Mise à jour concernant la connexion, le message a été envoyé. #Avis #0887",0,0
"Retour factuel sur la connexion, la commande porte une référence. #Feedback #0888",0,0
"Observation du jour sur la connexion, le tableau contient les données. #Client #0889",0,0
"Message neutre à propos de la connexion, la demande est enregistrée. #Tweet #0890",0,0
"Information reçue sur la facture, le compte existe déjà. #MoodMetrics #0891",0,0
"Mise à jour concernant la facture, le produit est affiché. #Avis #0892",0,0
"Retour factuel sur la facture, la version actuelle est notée. #Feedback #0893",0,0
"Observation du jour sur la facture, la notification est visible. #Client #0894",0,0
"Message neutre à propos de la facture, le support a reçu le ticket. #Tweet #0895",0,0
"Information reçue sur le remboursement, le traitement est planifié. #MoodMetrics #0896",0,0
"Mise à jour concernant le remboursement, le suivi indique une étape. #Avis #0897",0,0
"Retour factuel sur le remboursement, la réservation apparaît dans l'espace client. #Feedback #0898",0,0
"Observation du jour sur le remboursement, la date indiquée reste inchangée. #Client #0899",0,0
"Message neutre à propos de le remboursement, la facture est listée. #Tweet #0900",0,0
"Information reçue sur l'application, le statut est en attente. #MoodMetrics #0901",0,0
"Mise à jour concernant l'application, le dossier est disponible. #Avis #0902",0,0
"Retour factuel sur l'application, le remboursement est mentionné. #Feedback #0903",0,0
"Observation du jour sur l'application, la page affiche les informations prévues. #Client #0904",0,0
"Message neutre à propos de l'application, le formulaire contient trois champs. #Tweet #0905",0,0
"Information reçue sur le site, la connexion demande un mot de passe. #MoodMetrics #0906",0,0
"Mise à jour concernant le site, le message a été envoyé. #Avis #0907",0,0
"Retour factuel sur le site, la commande porte une référence. #Feedback #0908",0,0
"Observation du jour sur le site, le tableau contient les données. #Client #0909",0,0
"Message neutre à propos de le site, la demande est enregistrée. #Tweet #0910",0,0
"Information reçue sur le service client, le compte existe déjà. #MoodMetrics #0911",0,0
"Mise à jour concernant le service client, le produit est affiché. #Avis #0912",0,0
"Retour factuel sur le service client, la version actuelle est notée. #Feedback #0913",0,0
"Observation du jour sur le service client, la notification est visible. #Client #0914",0,0
"Message neutre à propos de le service client, le support a reçu le ticket. #Tweet #0915",0,0
"Information reçue sur la livraison, le traitement est planifié. #MoodMetrics #0916",0,0
"Mise à jour concernant la livraison, le suivi indique une étape. #Avis #0917",0,0
"Retour factuel sur la livraison, la réservation apparaît dans l'espace client. #Feedback #0918",0,0
"Observation du jour sur la livraison, la date indiquée reste inchangée. #Client #0919",0,0
"Message neutre à propos de la livraison, la facture est listée. #Tweet #0920",0,0
"Information reçue sur le paiement, le statut est en attente. #MoodMetrics #0921",0,0
"Mise à jour concernant le paiement, le dossier est disponible. #Avis #0922",0,0
"Retour factuel sur le paiement, le remboursement est mentionné. #Feedback #0923",0,0
"Observation du jour sur le paiement, la page affiche les informations prévues. #Client #0924",0,0
"Message neutre à propos de le paiement, le formulaire contient trois champs. #Tweet #0925",0,0
"Information reçue sur le tableau de bord, la connexion demande un mot de passe. #MoodMetrics #0926",0,0
"Mise à jour concernant le tableau de bord, le message a été envoyé. #Avis #0927",0,0
"Retour factuel sur le tableau de bord, la commande porte une référence. #Feedback #0928",0,0
"Observation du jour sur le tableau de bord, le tableau contient les données. #Client #0929",0,0
"Message neutre à propos de le tableau de bord, la demande est enregistrée. #Tweet #0930",0,0
"Information reçue sur la réservation, le compte existe déjà. #MoodMetrics #0931",0,0
"Mise à jour concernant la réservation, le produit est affiché. #Avis #0932",0,0
"Retour factuel sur la réservation, la version actuelle est notée. #Feedback #0933",0,0
"Observation du jour sur la réservation, la notification est visible. #Client #0934",0,0
"Message neutre à propos de la réservation, le support a reçu le ticket. #Tweet #0935",0,0
"Information reçue sur le support, le traitement est planifié. #MoodMetrics #0936",0,0
"Mise à jour concernant le support, le suivi indique une étape. #Avis #0937",0,0
"Retour factuel sur le support, la réservation apparaît dans l'espace client. #Feedback #0938",0,0
"Observation du jour sur le support, la date indiquée reste inchangée. #Client #0939",0,0
"Message neutre à propos de le support, la facture est listée. #Tweet #0940",0,0
"Information reçue sur la nouvelle version, le statut est en attente. #MoodMetrics #0941",0,0
"Mise à jour concernant la nouvelle version, le dossier est disponible. #Avis #0942",0,0
"Retour factuel sur la nouvelle version, le remboursement est mentionné. #Feedback #0943",0,0
"Observation du jour sur la nouvelle version, la page affiche les informations prévues. #Client #0944",0,0
"Message neutre à propos de la nouvelle version, le formulaire contient trois champs. #Tweet #0945",0,0
"Information reçue sur la commande, la connexion demande un mot de passe. #MoodMetrics #0946",0,0
"Mise à jour concernant la commande, le message a été envoyé. #Avis #0947",0,0
"Retour factuel sur la commande, la commande porte une référence. #Feedback #0948",0,0
"Observation du jour sur la commande, le tableau contient les données. #Client #0949",0,0
"Message neutre à propos de la commande, la demande est enregistrée. #Tweet #0950",0,0
"Information reçue sur le produit, le compte existe déjà. #MoodMetrics #0951",0,0
"Mise à jour concernant le produit, le produit est affiché. #Avis #0952",0,0
"Retour factuel sur le produit, la version actuelle est notée. #Feedback #0953",0,0
"Observation du jour sur le produit, la notification est visible. #Client #0954",0,0
"Message neutre à propos de le produit, le support a reçu le ticket. #Tweet #0955",0,0
"Information reçue sur la boutique, le traitement est planifié. #MoodMetrics #0956",0,0
"Mise à jour concernant la boutique, le suivi indique une étape. #Avis #0957",0,0
"Retour factuel sur la boutique, la réservation apparaît dans l'espace client. #Feedback #0958",0,0
"Observation du jour sur la boutique, la date indiquée reste inchangée. #Client #0959",0,0
"Message neutre à propos de la boutique, la facture est listée. #Tweet #0960",0,0
"Information reçue sur le formulaire, le statut est en attente. #MoodMetrics #0961",0,0
"Mise à jour concernant le formulaire, le dossier est disponible. #Avis #0962",0,0
"Retour factuel sur le formulaire, le remboursement est mentionné. #Feedback #0963",0,0
"Observation du jour sur le formulaire, la page affiche les informations prévues. #Client #0964",0,0
"Message neutre à propos de le formulaire, le formulaire contient trois champs. #Tweet #0965",0,0
"Information reçue sur le compte utilisateur, la connexion demande un mot de passe. #MoodMetrics #0966",0,0
"Mise à jour concernant le compte utilisateur, le message a été envoyé. #Avis #0967",0,0
"Retour factuel sur le compte utilisateur, la commande porte une référence. #Feedback #0968",0,0
"Observation du jour sur le compte utilisateur, le tableau contient les données. #Client #0969",0,0
"Message neutre à propos de le compte utilisateur, la demande est enregistrée. #Tweet #0970",0,0
"Information reçue sur la notification, le compte existe déjà. #MoodMetrics #0971",0,0
"Mise à jour concernant la notification, le produit est affiché. #Avis #0972",0,0
"Retour factuel sur la notification, la version actuelle est notée. #Feedback #0973",0,0
"Observation du jour sur la notification, la notification est visible. #Client #0974",0,0
"Message neutre à propos de la notification, le support a reçu le ticket. #Tweet #0975",0,0
"Information reçue sur le suivi, le traitement est planifié. #MoodMetrics #0976",0,0
"Mise à jour concernant le suivi, le suivi indique une étape. #Avis #0977",0,0
"Retour factuel sur le suivi, la réservation apparaît dans l'espace client. #Feedback #0978",0,0
"Observation du jour sur le suivi, la date indiquée reste inchangée. #Client #0979",0,0
"Message neutre à propos de le suivi, la facture est listée. #Tweet #0980",0,0
"Information reçue sur le moteur de recherche, le statut est en attente. #MoodMetrics #0981",0,0
"Mise à jour concernant le moteur de recherche, le dossier est disponible. #Avis #0982",0,0
"Retour factuel sur le moteur de recherche, le remboursement est mentionné. #Feedback #0983",0,0
"Observation du jour sur le moteur de recherche, la page affiche les informations prévues. #Client #0984",0,0
"Message neutre à propos de le moteur de recherche, le formulaire contient trois champs. #Tweet #0985",0,0
"Information reçue sur la connexion, la connexion demande un mot de passe. #MoodMetrics #0986",0,0
"Mise à jour concernant la connexion, le message a été envoyé. #Avis #0987",0,0
"Retour factuel sur la connexion, la commande porte une référence. #Feedback #0988",0,0
"Observation du jour sur la connexion, le tableau contient les données. #Client #0989",0,0
"Message neutre à propos de la connexion, la demande est enregistrée. #Tweet #0990",0,0
"Information reçue sur la facture, le compte existe déjà. #MoodMetrics #0991",0,0
"Mise à jour concernant la facture, le produit est affiché. #Avis #0992",0,0
"Retour factuel sur la facture, la version actuelle est notée. #Feedback #0993",0,0
"Observation du jour sur la facture, la notification est visible. #Client #0994",0,0
"Message neutre à propos de la facture, le support a reçu le ticket. #Tweet #0995",0,0
"Information reçue sur le remboursement, le traitement est planifié. #MoodMetrics #0996",0,0
"Mise à jour concernant le remboursement, le suivi indique une étape. #Avis #0997",0,0
"Retour factuel sur le remboursement, la réservation apparaît dans l'espace client. #Feedback #0998",0,0
"Observation du jour sur le remboursement, la date indiquée reste inchangée. #Client #0999",0,0
"Message neutre à propos de le remboursement, la facture est listée. #Tweet #1000",0,0
